Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,222,71,132,43,1,25
4,224,66,148,37,3,25
5,242,72,144,46,1,20
6,224,87,136,46,2,5
7,245,75,130,44,2,10
8,253,76,142,48,2,15
9,261,79,165,37,0,15
10,237,67,144,42,4,0
11,227,97,145,43,4,10
12,267,104,135,46,2,10
13,247,99,161,47,3,25
14,218,96,113,45,6,15
15,267,76,164,39,6,10
16,251,97,146,43,5,20
17,245,102,166,54,6,35
18,268,111,169,39,6,40
19,229,111,184,40,10,15
20,272,130,160,51,9,30
21,245,121,163,57,11,40
22,246,117,156,55,3,45
23,272,114,173,51,10,45
24,226,121,172,51,11,40
25,271,134,160,45,18,50
26,233,155,162,49,10,60
27,255,132,153,49,9,90
