Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,281,66,127,34,4,15
4,284,69,155,52,0,15
5,311,85,124,36,5,5
6,354,81,157,35,5,20
7,313,110,157,40,2,20
8,358,94,152,37,7,5
9,327,96,148,31,13,25
10,355,106,160,41,7,55
11,333,97,154,36,8,25
12,364,130,153,54,18,45
13,349,101,169,40,11,65
14,356,125,173,53,10,65
15,326,131,187,52,16,35
16,360,141,150,46,16,65
17,356,126,160,46,21,85
18,368,134,188,39,21,85
19,321,154,178,60,27,80
20,319,153,173,31,24,125
21,344,168,169,52,31,105
22,340,187,163,59,23,145
23,349,169,162,43,27,170
24,338,193,159,42,24,105
25,315,167,158,48,33,130
26,313,168,160,63,32,120
27,312,161,151,42,32,125
