Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,273,76,113,37,2,35
4,262,68,85,36,3,15
5,317,68,113,35,1,5
6,267,59,100,34,4,15
7,263,81,98,29,3,15
8,329,77,107,28,4,20
9,270,91,132,40,1,15
10,271,85,115,30,5,10
11,259,85,122,37,5,25
12,285,89,115,32,8,10
13,304,101,127,42,14,30
14,260,111,126,44,6,65
15,275,96,131,35,7,30
16,293,129,127,37,8,45
17,273,117,164,30,8,55
18,283,102,147,32,7,25
19,257,142,148,38,11,45
20,295,119,140,35,10,45
21,274,117,156,31,12,50
22,280,136,160,47,12,20
23,300,156,160,35,10,60
24,295,169,138,25,10,45
25,285,153,142,28,9,60
26,263,156,171,38,7,20
27,264,169,158,43,8,60
