Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,302,62,154,46,1,10
4,366,71,163,31,0,10
5,372,77,168,37,3,5
6,366,83,182,40,1,10
7,352,83,189,35,3,10
8,368,88,179,40,4,15
9,338,106,187,47,4,5
10,356,106,188,47,5,35
11,389,107,206,46,3,20
12,376,117,198,47,2,10
13,359,120,203,38,4,10
14,335,107,219,32,6,25
15,371,142,207,52,7,20
16,346,126,248,30,1,35
17,336,118,215,54,5,20
18,365,162,226,49,7,15
19,339,156,235,45,7,30
20,331,179,222,54,10,25
21,312,158,247,60,7,35
22,340,184,232,59,7,55
23,360,166,233,55,9,40
24,366,183,231,47,8,40
25,331,186,271,74,6,45
26,317,198,231,59,5,30
27,340,193,254,69,10,25
