Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,133,53,132,41,3,15
4,140,55,141,48,5,5
5,156,51,153,49,3,25
6,139,51,151,47,1,25
7,148,68,148,42,3,15
8,143,54,120,60,4,15
9,173,69,140,55,1,5
10,169,71,137,46,3,10
11,144,75,135,60,2,10
12,176,63,154,45,2,15
13,171,68,156,55,3,10
14,140,83,137,55,1,10
15,162,56,129,64,1,5
16,152,59,163,59,1,15
17,164,66,157,60,4,10
18,156,67,139,58,6,10
19,163,73,157,66,6,30
20,168,80,150,68,3,10
21,170,65,138,76,1,20
22,158,66,170,92,4,20
23,155,67,175,76,3,25
24,196,84,183,68,3,35
25,167,95,180,70,6,10
26,158,61,182,71,8,20
27,180,93,194,70,3,30
