Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,171,72,95,47,0,5
4,180,67,105,42,0,0
5,189,57,110,41,5,0
6,216,69,132,35,5,15
7,206,70,107,48,2,30
8,195,79,120,38,4,15
9,222,69,113,31,4,20
10,215,89,107,39,1,5
11,197,91,130,29,3,15
12,205,77,100,39,5,10
13,233,102,104,34,8,25
14,208,95,139,38,5,20
15,235,99,110,31,4,25
16,198,84,124,34,6,25
17,208,79,109,36,5,30
18,209,112,121,36,4,35
19,207,117,127,31,4,35
20,206,115,101,28,10,15
21,230,94,116,41,5,20
22,228,123,92,29,6,30
23,233,130,86,31,4,25
24,225,136,138,42,10,40
25,207,132,118,25,7,30
26,223,117,141,30,9,45
27,215,135,109,31,13,40
