Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,163,45,116,36,3,10
4,141,41,124,42,1,10
5,165,36,121,33,0,15
6,175,44,124,41,1,5
7,184,40,107,40,2,0
8,199,51,133,33,1,10
9,193,51,121,36,0,5
10,173,49,123,43,2,5
11,179,51,130,41,4,10
12,193,54,126,27,8,10
13,184,56,109,41,2,30
14,195,63,102,31,3,25
15,215,65,137,38,2,15
16,190,59,128,40,3,15
17,188,52,116,42,8,5
18,206,67,136,36,6,30
19,197,67,128,38,3,45
20,194,74,139,41,5,30
21,201,65,138,42,9,25
22,193,81,118,40,7,50
23,202,60,135,45,6,20
24,234,68,116,46,10,35
25,218,74,139,48,11,35
26,226,72,152,44,10,45
27,202,73,116,59,13,40
