Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,279,84,132,30,1,25
4,269,81,112,33,1,5
5,266,94,124,32,1,10
6,306,105,112,31,1,0
7,311,98,110,30,2,10
8,332,109,111,26,3,0
9,329,118,134,35,4,25
10,301,122,133,29,2,15
11,319,115,138,18,2,25
12,317,118,125,37,4,10
13,338,143,119,37,5,0
14,330,138,134,24,5,25
15,320,135,124,30,4,20
16,338,128,112,37,4,40
17,302,152,138,27,5,10
18,326,149,145,23,2,15
19,349,137,122,38,1,20
20,348,161,128,37,6,10
21,345,173,155,32,2,30
22,299,179,124,34,6,25
23,335,177,152,39,8,15
24,304,200,144,20,6,25
25,310,170,125,25,5,40
26,307,200,143,27,3,25
27,333,204,121,24,9,5
