Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,285,62,147,39,1,0
4,255,74,112,36,1,10
5,251,74,127,35,0,15
6,244,88,129,39,2,0
7,311,103,134,38,0,5
8,263,90,136,36,0,0
9,263,98,148,23,1,5
10,299,95,128,30,2,0
11,295,114,134,45,6,5
12,268,109,137,35,1,10
13,281,101,145,35,4,10
14,262,120,109,48,5,20
15,300,121,149,42,1,10
16,287,123,117,50,3,10
17,258,138,142,33,2,20
18,255,129,130,47,4,10
19,274,146,151,50,5,15
20,265,169,140,51,5,10
21,282,154,117,53,5,0
22,256,149,132,31,6,45
23,269,154,132,44,3,20
24,251,157,135,38,3,45
25,287,167,157,38,8,20
26,252,144,144,36,5,20
27,271,152,150,45,6,35
