Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,233,62,156,41,0,20
4,278,55,155,44,3,5
5,269,64,148,34,1,15
6,263,79,173,44,1,20
7,230,63,149,42,1,5
8,301,94,174,44,0,10
9,280,96,158,52,3,0
10,257,81,177,51,5,5
11,267,85,188,45,3,15
12,288,97,185,44,3,20
13,261,109,179,46,1,20
14,278,110,180,53,4,15
15,246,117,216,58,6,10
16,264,119,178,58,5,35
17,278,115,203,39,1,15
18,290,120,193,62,6,20
19,268,144,217,68,1,25
20,265,130,218,71,4,15
21,278,144,209,59,4,15
22,261,146,237,76,4,15
23,268,147,218,79,2,5
24,281,157,248,73,2,15
25,276,140,242,79,7,10
26,238,159,222,78,8,40
27,244,181,214,79,5,25
