Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,313,55,126,55,2,10
4,342,64,134,38,1,5
5,346,68,124,50,3,10
6,313,69,123,53,3,10
7,351,88,149,38,2,15
8,330,84,148,51,2,10
9,349,90,150,54,3,15
10,364,100,129,47,6,10
11,327,94,160,59,6,15
12,317,92,151,45,5,40
13,339,100,144,53,3,20
14,324,113,138,49,7,5
15,357,109,129,64,9,30
16,357,133,152,68,10,30
17,367,129,139,70,12,35
18,369,135,135,51,7,30
19,355,127,139,60,6,35
20,370,150,143,73,6,70
21,355,172,130,57,16,45
22,324,171,128,65,12,40
23,321,162,139,69,8,55
24,337,166,141,68,7,60
25,340,160,129,64,11,20
26,276,168,131,73,15,55
27,341,140,125,67,18,60
