Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,252,80,200,36,1,10
4,256,81,182,48,4,10
5,228,87,199,36,4,25
6,239,79,206,45,1,15
7,208,90,180,37,5,25
8,251,96,166,39,1,25
9,255,91,172,42,4,5
10,245,92,178,43,2,5
11,216,99,163,40,5,20
12,253,118,197,39,2,25
13,240,107,163,51,3,15
14,277,115,159,49,4,20
15,284,96,180,43,3,20
16,271,111,184,56,3,20
17,244,111,177,48,3,5
18,208,129,167,51,7,15
19,280,121,153,45,8,25
20,251,122,175,39,9,40
21,249,119,177,38,7,60
22,243,166,158,41,10,40
23,277,125,161,33,16,40
24,232,147,164,38,5,50
25,265,134,151,54,9,40
26,220,137,153,42,4,50
27,247,143,155,54,9,35
