Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,231,99,105,46,2,20
4,219,87,130,41,1,10
5,249,77,120,44,3,0
6,245,90,118,48,4,15
7,217,100,129,49,1,25
8,271,107,123,45,6,10
9,247,89,114,33,4,15
10,258,93,146,39,4,25
11,251,117,126,45,3,20
12,245,133,121,53,5,20
13,238,98,135,35,1,10
14,238,133,134,18,8,10
15,261,142,122,32,3,30
16,256,128,131,33,3,10
17,287,141,131,37,5,25
18,252,141,117,46,5,35
19,249,154,124,29,8,10
20,211,159,131,37,8,30
21,259,168,115,30,10,25
22,244,153,97,41,8,65
23,258,169,125,41,19,30
24,240,169,120,34,7,85
25,252,165,127,30,14,30
26,254,174,126,35,6,75
27,250,160,112,34,9,40
