Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,334,62,131,33,1,20
4,294,65,122,31,2,15
5,305,57,143,41,1,15
6,346,78,130,37,1,10
7,329,62,123,35,1,10
8,332,74,114,43,1,0
9,348,83,122,33,7,5
10,347,74,125,28,4,25
11,337,89,117,28,7,10
12,316,115,116,21,8,15
13,340,98,118,34,8,50
14,329,94,127,25,4,35
15,304,124,155,27,6,25
16,329,119,131,26,10,45
17,322,108,120,27,8,50
18,310,111,154,20,7,60
19,335,122,153,28,6,25
20,328,147,134,28,11,35
21,313,167,138,31,13,25
22,350,145,140,38,6,55
23,358,124,135,28,9,35
24,316,141,136,23,7,40
25,312,167,147,29,11,40
26,324,151,153,32,12,30
27,351,147,140,24,10,70
