Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,154,78,144,21,1,10
4,191,71,134,41,1,15
5,181,61,120,43,3,0
6,177,77,150,35,3,25
7,164,87,143,38,4,15
8,184,84,137,35,3,15
9,208,79,139,53,3,15
10,171,113,129,37,4,20
11,205,78,153,50,3,30
12,196,104,141,46,7,15
13,207,98,153,50,6,20
14,188,87,152,56,1,25
15,199,92,167,53,7,15
16,191,86,154,51,5,25
17,201,112,175,64,11,35
18,187,102,144,63,10,30
19,217,97,162,63,15,45
20,213,108,157,54,10,70
21,211,122,178,58,11,45
22,209,130,167,59,12,70
23,178,119,153,55,13,60
24,183,130,161,69,14,55
25,189,125,189,70,11,55
26,197,134,150,71,13,55
27,186,114,169,78,11,45
