Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,191,85,152,36,2,30
4,214,80,164,44,4,5
5,185,77,128,40,7,5
6,214,81,138,30,0,40
7,207,86,141,38,0,10
8,218,95,142,49,2,10
9,205,89,169,34,0,0
10,208,94,145,50,1,5
11,225,107,164,35,4,5
12,205,95,139,35,5,20
13,235,106,160,50,3,20
14,212,103,170,48,2,10
15,234,100,157,37,6,20
16,211,108,191,35,5,25
17,207,118,168,47,2,20
18,207,93,175,51,3,15
19,218,110,163,43,4,20
20,208,115,189,47,5,10
21,212,145,177,48,2,20
22,223,142,163,46,3,20
23,206,115,170,40,6,20
24,232,137,190,49,5,20
25,193,140,167,50,6,30
26,219,123,169,34,7,25
27,226,122,182,43,4,30
