Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,275,60,120,28,0,5
4,269,63,126,36,6,20
5,293,76,134,40,5,15
6,264,83,146,42,0,40
7,298,73,129,35,3,10
8,252,99,135,42,8,10
9,279,89,106,43,3,10
10,258,89,110,33,5,30
11,277,99,126,48,1,15
12,277,99,113,30,2,20
13,263,99,124,46,1,15
14,248,116,133,32,3,5
15,279,102,110,35,2,10
16,299,136,127,41,7,20
17,271,107,100,36,7,30
18,271,135,100,29,7,20
19,288,120,121,31,4,35
20,304,131,102,32,5,15
21,257,125,105,27,7,35
22,267,112,113,37,6,30
23,233,149,100,33,7,30
24,289,136,110,35,6,45
25,243,158,125,31,5,20
26,220,158,112,32,6,20
27,220,143,137,42,7,35
