Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,212,74,123,57,2,10
4,204,67,95,53,2,15
5,198,79,129,52,2,5
6,192,71,113,43,0,10
7,189,76,95,40,0,5
8,204,91,104,49,2,5
9,205,66,97,47,1,10
10,212,60,114,56,1,0
11,219,77,105,44,2,10
12,197,87,100,53,3,10
13,231,79,126,39,1,20
14,202,84,125,49,2,0
15,208,86,127,57,1,5
16,223,87,118,44,2,5
17,174,89,103,54,5,0
18,198,111,125,57,2,15
19,206,117,119,50,1,10
20,196,77,124,48,4,20
21,184,106,119,57,3,10
22,195,107,127,62,3,20
23,202,108,117,68,5,5
24,213,91,131,60,2,30
25,181,118,116,59,3,10
26,208,113,118,51,0,15
27,209,117,129,64,2,25
