Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,141,64,140,22,0,15
4,144,63,114,29,1,0
5,158,55,123,34,0,10
6,137,71,122,17,1,0
7,167,54,106,31,1,0
8,160,67,106,39,1,10
9,139,71,109,32,3,0
10,169,73,104,33,4,10
11,169,69,124,31,4,25
12,166,74,111,31,3,20
13,167,71,122,31,8,10
14,142,77,131,35,5,35
15,171,75,115,22,4,15
16,156,70,112,29,4,30
17,157,71,130,30,6,20
18,167,80,94,46,10,15
19,166,88,122,36,9,40
20,148,82,130,29,10,35
21,178,89,127,32,8,50
22,181,92,131,45,4,45
23,177,128,131,31,8,30
24,196,94,141,33,10,35
25,176,116,118,28,7,45
26,183,110,153,37,8,35
27,181,104,129,37,11,25
