Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,204,101,155,38,3,0
4,195,92,131,38,1,15
5,208,68,164,45,1,0
6,192,106,148,52,3,10
7,183,97,139,41,1,10
8,207,85,140,46,3,10
9,202,98,118,53,4,0
10,194,98,154,39,0,10
11,193,98,136,48,1,10
12,205,107,134,38,4,10
13,187,117,159,40,2,20
14,185,104,163,55,3,10
15,179,112,149,59,1,10
16,190,109,161,49,6,10
17,194,105,164,42,4,15
18,205,106,152,44,5,30
19,181,118,173,34,4,10
20,221,123,149,47,3,15
21,181,104,168,43,6,25
22,212,124,182,49,4,15
23,191,127,169,59,3,10
24,197,122,167,44,6,30
25,210,148,164,51,5,20
26,181,106,195,48,5,30
27,211,139,169,56,4,35
