Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,241,54,171,40,1,15
4,274,64,131,51,2,15
5,248,69,175,44,0,10
6,250,58,149,31,3,15
7,230,70,158,51,2,15
8,264,51,147,49,3,10
9,260,60,137,46,3,15
10,273,86,156,57,4,20
11,288,79,142,36,3,0
12,271,82,144,52,2,20
13,269,91,154,44,4,20
14,259,96,155,46,2,15
15,235,77,159,48,2,10
16,238,87,163,37,2,10
17,289,96,143,41,4,10
18,263,96,153,44,7,20
19,284,97,147,42,5,20
20,243,103,127,45,6,25
21,249,106,125,40,10,40
22,246,92,162,41,8,40
23,278,118,147,42,7,30
24,291,117,130,48,8,50
25,268,120,144,42,7,15
26,290,139,135,57,9,50
27,238,120,149,65,4,45
