Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,179,50,148,49,2,25
4,196,58,139,42,4,10
5,207,60,151,43,6,25
6,205,61,161,43,3,20
7,196,55,137,45,4,15
8,229,64,162,40,6,15
9,199,75,146,57,8,25
10,225,89,148,50,12,40
11,190,65,134,53,13,55
12,209,84,152,54,9,65
13,197,74,150,49,16,45
14,231,81,141,52,13,65
15,216,81,137,43,27,80
16,223,92,158,48,26,110
17,238,102,141,47,22,90
18,229,96,152,45,24,110
19,212,93,156,46,31,125
20,220,112,152,42,28,125
21,217,97,140,39,31,145
22,215,117,143,47,39,145
23,196,101,167,59,34,190
24,219,106,152,61,48,170
25,213,123,168,56,41,165
26,231,125,146,61,49,210
27,199,105,174,41,31,190
