Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,224,62,127,56,0,15
4,236,84,148,41,1,10
5,225,85,128,50,1,10
6,197,73,133,39,2,5
7,250,92,156,48,4,5
8,221,72,156,55,2,15
9,219,77,176,61,1,5
10,212,100,190,52,3,5
11,253,95,178,61,5,15
12,228,104,189,61,1,20
13,259,110,180,65,5,5
14,225,104,172,53,2,25
15,246,109,193,62,9,0
16,220,102,193,56,10,50
17,260,112,181,62,7,35
18,239,107,186,75,11,30
19,252,110,198,70,4,30
20,274,137,194,55,7,35
21,233,128,206,76,9,40
22,255,130,219,80,4,25
23,209,153,215,95,11,35
24,227,149,230,99,6,50
25,238,148,215,80,8,15
26,250,150,213,79,6,40
27,267,150,212,78,9,45
