Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,262,87,105,37,4,15
4,262,85,126,36,4,20
5,296,84,109,40,3,10
6,280,87,104,33,3,15
7,269,83,104,33,1,25
8,271,92,103,40,2,5
9,281,100,109,33,4,15
10,265,100,106,30,1,15
11,266,98,86,31,7,10
12,312,109,106,38,2,20
13,272,126,112,28,7,20
14,300,123,102,37,8,35
15,292,122,100,39,4,20
16,283,128,100,29,7,30
17,284,112,110,34,7,15
18,303,142,111,33,8,35
19,278,167,113,43,11,40
20,264,165,104,31,9,35
21,275,159,111,41,5,40
22,292,165,112,35,14,15
23,309,196,98,42,8,85
24,276,205,105,34,11,25
25,298,203,117,31,5,70
26,300,179,110,28,7,55
27,293,187,106,39,9,30
