Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,254,69,173,60,3,10
4,261,84,185,61,0,15
5,239,73,170,40,2,20
6,286,70,196,48,3,15
7,254,92,194,59,2,10
8,285,94,199,53,6,15
9,293,82,186,66,1,25
10,278,112,183,56,4,0
11,296,78,169,55,5,25
12,263,99,188,51,12,15
13,289,108,200,49,5,55
14,301,135,207,62,12,20
15,303,108,218,54,11,65
16,284,135,205,56,9,55
17,305,124,209,48,5,45
18,320,126,196,58,14,30
19,295,149,227,59,9,60
20,250,133,218,55,11,45
21,288,127,233,53,7,50
22,304,119,227,67,14,60
23,296,168,217,66,24,35
24,253,157,250,60,18,90
25,254,129,216,53,21,125
26,311,148,251,71,13,95
27,287,198,237,73,16,70
