Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,215,67,137,38,3,15
4,227,61,160,33,5,25
5,257,54,156,38,2,10
6,206,66,135,44,3,25
7,242,70,154,50,6,5
8,261,79,145,46,6,10
9,267,86,161,42,11,30
10,240,81,149,43,5,40
11,265,88,170,64,14,35
12,241,82,183,55,9,55
13,244,113,173,51,15,40
14,249,110,187,61,17,70
15,255,110,184,57,22,100
16,270,126,185,44,15,80
17,257,106,179,48,17,70
18,249,98,201,61,21,75
19,227,117,200,66,21,85
20,267,128,172,62,27,95
21,274,118,184,58,28,110
22,274,133,184,67,19,105
23,219,125,167,61,26,100
24,240,130,215,63,29,125
25,236,113,162,71,35,125
26,241,136,182,82,21,155
27,241,137,184,68,25,110
