Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,248,49,157,26,1,25
4,218,52,167,36,2,5
5,252,56,160,41,0,10
6,240,62,159,35,1,10
7,272,70,176,39,2,0
8,254,71,177,34,5,15
9,231,87,172,48,5,20
10,246,90,176,30,4,20
11,226,74,162,32,1,15
12,302,95,164,41,3,15
13,246,98,181,48,2,10
14,280,77,170,36,6,10
15,250,100,195,33,7,10
16,248,96,161,45,0,25
17,250,101,163,58,3,15
18,268,110,184,49,3,10
19,255,120,201,54,7,35
20,284,101,193,44,5,25
21,257,116,185,36,2,25
22,256,112,222,47,10,10
23,267,117,230,48,5,20
24,248,120,188,33,5,20
25,280,126,203,31,5,30
26,256,151,202,37,4,25
27,262,136,214,51,8,10
