Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,200,75,155,45,2,10
4,203,63,144,34,0,15
5,182,80,137,47,2,0
6,231,67,128,52,1,15
7,237,58,153,40,4,10
8,217,86,137,47,0,10
9,238,80,129,40,1,5
10,253,76,178,39,2,5
11,227,86,141,33,5,0
12,237,112,141,46,4,15
13,246,104,138,46,3,25
14,247,117,127,46,1,25
15,247,118,153,32,1,5
16,240,92,153,46,4,15
17,242,105,162,41,4,15
18,243,115,186,49,8,5
19,243,120,159,62,3,30
20,285,136,185,68,5,20
21,272,134,155,64,9,20
22,258,131,163,49,7,35
23,258,140,161,56,9,30
24,256,161,180,61,5,40
25,267,151,157,59,7,30
26,269,145,143,65,4,35
27,247,151,154,58,12,20
