Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,133,53,132,41,3,15
4,141,55,142,48,5,5
5,157,51,153,49,3,25
6,142,51,152,47,1,25
7,150,68,151,42,3,15
8,146,54,122,60,4,15
9,182,69,149,56,1,5
10,173,71,141,46,4,10
11,150,75,141,61,2,10
12,183,63,159,45,2,15
13,173,67,159,55,4,10
14,145,84,144,55,1,10
15,171,56,132,65,1,10
16,158,58,165,61,1,20
17,169,67,160,61,4,10
18,161,68,143,58,7,10
19,172,74,163,65,6,30
20,173,81,156,71,4,10
21,175,65,142,75,1,25
22,164,66,176,92,4,20
23,158,70,179,78,3,25
24,205,86,186,71,4,35
25,180,100,181,70,7,10
26,166,62,191,73,8,25
27,187,96,197,75,3,40
