Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,185,43,126,42,5,10
4,196,60,165,48,0,30
5,198,55,117,24,0,15
6,190,74,146,31,3,0
7,175,61,138,38,0,10
8,206,62,135,39,3,5
9,194,66,123,34,1,15
10,201,68,134,33,1,10
11,188,47,138,31,2,10
12,234,65,145,44,1,5
13,182,74,132,37,4,0
14,221,75,141,32,4,15
15,213,85,145,25,4,5
16,223,74,149,27,2,30
17,231,80,133,26,2,10
18,236,106,168,38,3,15
19,225,87,140,22,15,30
20,210,99,164,35,7,30
21,196,90,165,32,5,35
22,188,102,139,41,5,45
23,209,98,158,32,4,30
24,208,98,147,35,5,25
25,225,100,133,35,7,35
26,212,97,163,26,4,25
27,212,112,156,38,8,25
