Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,170,79,117,24,0,15
4,156,50,116,23,1,10
5,160,70,120,29,1,5
6,179,60,113,29,0,5
7,178,59,103,25,1,10
8,174,73,108,22,1,5
9,180,76,118,28,2,0
10,203,68,108,29,6,5
11,181,85,95,32,1,25
12,181,58,104,31,4,5
13,173,63,111,25,2,5
14,188,74,119,28,2,10
15,193,82,102,27,4,20
16,174,59,115,15,5,20
17,191,72,104,25,1,15
18,163,93,98,26,2,20
19,156,76,90,17,1,15
20,172,111,105,22,5,10
21,157,78,85,27,5,20
22,189,113,79,26,2,15
23,155,102,98,18,3,10
24,162,99,89,23,3,5
25,186,75,93,18,4,30
26,142,84,97,23,7,10
27,165,99,90,24,7,35
