Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,302,62,154,46,1,10
4,361,71,162,31,0,10
5,372,77,167,37,3,5
6,359,83,182,40,1,10
7,347,82,184,35,3,10
8,352,89,177,40,4,15
9,324,106,182,47,3,5
10,337,104,182,47,5,30
11,373,106,199,46,3,20
12,363,114,192,46,2,10
13,344,119,199,36,3,10
14,319,104,208,32,6,25
15,357,140,200,51,6,20
16,332,122,239,29,1,35
17,323,117,210,54,5,15
18,346,160,218,47,7,15
19,323,152,235,47,6,30
20,316,172,218,50,5,20
21,295,154,234,60,7,20
22,333,181,223,57,7,50
23,343,161,221,52,5,35
24,342,176,220,48,8,30
25,311,178,264,75,5,35
26,301,190,229,57,4,25
27,321,190,253,69,7,20
