Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,204,101,155,38,3,0
4,196,92,131,38,1,15
5,209,68,164,45,1,0
6,193,106,149,52,3,10
7,188,97,140,41,1,10
8,209,86,140,46,3,10
9,208,98,122,53,4,0
10,201,98,158,39,1,10
11,200,98,140,49,1,15
12,211,107,136,39,4,10
13,192,117,165,40,2,20
14,193,107,166,55,3,10
15,186,112,151,60,1,10
16,196,110,163,50,8,10
17,206,107,170,41,6,20
18,214,107,158,44,5,40
19,190,122,180,34,6,10
20,236,127,159,48,4,25
21,190,106,170,46,7,30
22,220,128,190,50,4,25
23,194,130,176,58,3,15
24,214,127,177,46,9,25
25,223,153,167,51,7,30
26,198,111,196,51,5,40
27,222,140,177,55,7,35
