Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,199,73,144,35,1,25
4,199,49,119,33,1,5
5,226,49,160,36,3,10
6,219,75,153,39,1,20
7,260,74,159,43,3,0
8,238,71,176,46,2,10
9,236,79,151,43,3,15
10,224,68,179,44,4,5
11,266,69,149,33,3,30
12,252,85,184,44,6,15
13,266,85,184,50,6,15
14,261,91,173,39,12,25
15,292,114,162,50,9,45
16,263,95,168,48,8,45
17,227,98,167,53,5,40
18,263,94,173,55,7,35
19,261,123,181,47,9,40
20,246,107,166,51,15,10
21,256,100,190,51,6,75
22,247,112,190,65,15,45
23,257,105,174,49,15,45
24,252,117,167,52,12,80
25,251,126,169,67,15,55
26,233,121,187,43,17,70
27,287,137,185,51,8,80
