Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,174,89,101,45,3,10
4,135,82,108,52,1,25
5,181,59,91,48,1,5
6,183,79,118,46,6,5
7,185,75,106,50,1,15
8,190,94,117,68,1,10
9,175,68,119,40,4,10
10,191,70,101,51,3,15
11,188,75,138,37,4,20
12,199,97,98,42,1,20
13,178,82,121,37,3,15
14,189,110,110,52,4,5
15,194,97,122,62,3,25
16,209,117,108,56,4,15
17,180,104,114,46,3,15
18,185,122,137,55,7,20
19,187,101,125,48,4,30
20,189,120,119,55,2,10
21,191,110,130,42,5,20
22,208,115,128,52,3,15
23,201,120,121,49,2,30
24,215,115,137,45,4,5
25,185,98,146,59,6,15
26,203,127,128,55,9,0
27,190,126,140,64,9,40
