Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,262,87,105,37,4,15
4,261,85,126,36,4,20
5,288,84,107,40,3,10
6,274,87,104,33,3,15
7,261,83,100,33,1,25
8,266,91,99,40,2,5
9,270,100,106,33,4,15
10,258,100,103,30,1,15
11,253,93,83,31,7,10
12,298,107,104,38,1,20
13,260,127,111,29,5,20
14,279,122,101,37,4,20
15,271,120,98,39,4,15
16,277,125,98,28,5,25
17,266,111,106,35,6,10
18,289,140,109,32,5,30
19,267,162,110,41,6,25
20,251,161,101,30,7,30
21,260,156,108,41,4,25
22,278,165,110,36,12,20
23,291,192,97,43,6,55
24,261,199,105,32,10,20
25,286,198,113,31,4,55
26,289,169,110,28,2,40
27,278,183,102,37,8,15
