Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,260,61,99,32,1,10
4,274,71,95,26,3,20
5,257,78,87,25,2,15
6,218,77,92,36,0,10
7,288,97,107,33,4,0
8,255,88,96,32,0,10
9,254,89,103,28,5,15
10,261,91,96,21,5,5
11,259,107,115,24,1,25
12,269,85,109,35,4,5
13,296,98,111,23,4,35
14,299,110,110,29,5,5
15,281,99,120,40,5,10
16,278,107,122,28,4,30
17,277,133,112,30,4,20
18,326,119,94,28,6,20
19,288,124,112,42,4,35
20,278,138,113,40,7,30
21,301,132,105,29,11,10
22,267,147,117,22,10,45
23,302,136,132,23,3,40
24,290,127,132,31,8,35
25,259,159,120,31,7,40
26,260,180,125,32,9,35
27,259,165,111,33,9,50
