Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,172,70,105,30,2,10
4,196,65,114,42,1,0
5,225,68,87,35,2,15
6,207,69,111,30,1,10
7,226,71,121,31,2,15
8,205,67,112,31,1,15
9,204,85,117,23,3,15
10,215,92,125,24,2,5
11,190,85,128,36,8,0
12,194,84,144,31,6,15
13,231,87,136,30,4,55
14,214,115,141,31,3,25
15,204,76,157,33,3,10
16,211,100,141,34,7,20
17,234,99,144,36,2,25
18,220,101,158,37,11,20
19,222,113,140,31,5,30
20,202,116,156,37,7,10
21,204,135,147,41,7,65
22,207,111,151,41,3,35
23,231,127,152,47,8,5
24,250,120,172,46,6,50
25,241,141,191,47,9,25
26,229,133,184,49,10,35
27,210,151,175,42,10,60
