Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,275,60,120,28,0,5
4,269,63,126,36,6,20
5,295,76,134,40,5,15
6,266,83,146,42,0,40
7,298,73,130,35,4,10
8,255,99,136,42,8,15
9,281,89,107,43,4,10
10,263,89,112,33,6,35
11,277,100,128,49,1,20
12,281,100,113,30,2,20
13,266,100,124,46,1,15
14,251,117,134,32,3,5
15,282,102,110,35,2,10
16,307,137,129,41,7,20
17,274,108,100,36,9,30
18,276,135,100,29,7,25
19,291,121,122,31,4,40
20,310,132,104,32,7,15
21,261,125,106,26,7,35
22,270,115,114,37,5,40
23,235,152,102,33,9,30
24,296,137,112,34,6,45
25,245,160,125,31,6,20
26,229,160,114,32,10,20
27,229,143,138,42,7,40
