Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,300,58,114,36,5,5
4,318,68,134,36,1,10
5,332,66,110,51,3,15
6,323,76,132,41,2,5
7,328,77,134,46,2,10
8,295,64,119,52,6,10
9,295,73,129,66,6,30
10,285,88,125,51,2,20
11,289,117,129,48,4,20
12,290,102,110,40,3,20
13,283,109,156,41,3,5
14,281,87,96,48,3,25
15,301,93,166,47,8,10
16,292,115,117,54,3,35
17,280,115,120,45,8,10
18,279,119,132,50,4,10
19,265,117,137,51,4,25
20,255,114,118,48,3,30
21,280,122,119,40,3,15
22,251,131,131,37,4,15
23,265,133,114,41,2,10
24,260,135,108,40,10,25
25,247,124,115,40,4,40
26,268,132,147,42,6,20
27,232,141,120,39,4,40
