Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,246,62,133,38,3,5
4,230,77,123,32,1,10
5,256,61,124,24,4,20
6,240,59,117,38,1,15
7,276,66,128,38,4,20
8,260,80,137,29,2,10
9,275,81,127,29,1,5
10,255,90,133,40,1,15
11,264,103,121,30,2,5
12,243,86,119,25,3,10
13,257,105,135,28,3,10
14,248,99,154,31,4,10
15,242,95,130,45,2,25
16,275,111,145,17,4,5
17,282,97,133,25,8,20
18,278,116,116,33,5,35
19,271,110,133,30,3,30
20,266,104,133,34,11,15
21,288,106,142,30,4,45
22,265,109,138,23,4,25
23,246,133,135,33,3,15
24,251,159,162,29,10,25
25,230,143,144,40,6,55
26,257,143,143,27,4,20
27,260,165,119,25,4,20
