Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,150,63,140,39,4,0
4,174,85,142,25,6,15
5,158,86,143,44,3,20
6,178,72,112,37,0,10
7,178,82,153,23,2,15
8,203,79,127,39,3,15
9,215,89,131,46,1,15
10,215,77,115,42,2,10
11,219,93,125,38,7,10
12,195,88,143,56,7,15
13,188,98,154,41,5,40
14,193,103,140,38,5,25
15,222,88,157,49,4,20
16,193,114,149,48,3,25
17,205,90,150,48,9,10
18,235,95,146,45,9,25
19,213,122,151,54,5,45
20,225,136,134,61,6,50
21,193,110,126,42,4,35
22,211,122,142,50,6,20
23,233,136,138,65,4,20
24,232,137,121,68,9,15
25,214,133,138,58,9,25
26,214,143,144,53,6,20
27,248,153,151,58,6,35
