Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,239,76,127,35,2,5
4,246,80,166,31,0,10
5,211,67,120,45,1,15
6,242,76,117,46,0,5
7,222,87,151,36,1,0
8,226,79,114,45,1,5
9,240,82,131,42,4,5
10,259,70,147,57,3,20
11,218,101,124,42,1,5
12,226,103,132,46,6,10
13,226,101,136,52,5,20
14,221,104,146,55,4,30
15,260,128,132,52,6,20
16,237,109,155,31,1,25
17,257,126,138,49,1,20
18,239,143,151,55,3,5
19,249,134,165,49,3,15
20,248,148,144,50,5,5
21,195,136,129,56,4,20
22,237,163,158,51,5,15
23,268,150,158,63,8,30
24,236,132,174,54,3,30
25,265,150,132,54,8,10
26,222,152,130,47,7,55
27,254,176,161,50,3,20
