Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,233,53,169,44,1,25
4,231,61,186,30,2,15
5,275,65,174,38,3,20
6,257,51,198,52,0,15
7,281,60,190,51,3,5
8,265,61,178,66,7,15
9,283,67,170,56,3,30
10,262,68,182,50,3,15
11,282,68,200,65,4,10
12,258,78,221,74,3,20
13,283,70,213,61,13,20
14,302,96,198,63,9,50
15,323,99,249,72,6,65
16,284,89,243,61,9,25
17,287,112,213,67,11,30
18,275,102,234,75,12,35
19,266,99,240,63,8,45
20,265,114,194,68,9,60
21,270,128,218,90,9,55
22,284,113,262,57,17,35
23,273,119,250,86,12,35
24,264,115,239,104,9,70
25,294,121,224,84,7,70
26,254,117,273,105,16,40
27,280,148,268,99,21,65
