Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,222,71,132,43,1,25
4,223,66,147,37,3,25
5,237,72,140,46,1,20
6,218,87,135,46,2,5
7,233,75,128,44,0,10
8,247,75,136,48,2,10
9,253,77,161,37,0,10
10,226,66,139,42,4,0
11,220,97,139,43,4,10
12,260,100,131,45,2,10
13,234,97,152,47,2,25
14,196,96,108,45,5,10
15,254,75,155,38,4,5
16,238,95,137,44,4,15
17,223,101,161,52,2,25
18,243,107,160,37,5,30
19,214,106,182,40,5,15
20,251,125,154,50,6,15
21,219,113,154,55,6,25
22,226,113,153,55,3,30
23,252,113,168,49,8,35
24,220,114,167,49,9,20
25,255,129,150,46,14,35
26,217,150,156,47,9,50
27,240,126,147,48,6,85
