Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,285,62,147,39,1,0
4,251,74,112,36,1,10
5,245,74,125,35,0,15
6,237,88,125,39,2,0
7,298,103,132,38,0,5
8,255,89,131,36,0,0
9,248,97,147,23,1,5
10,287,94,122,29,2,0
11,279,114,132,44,7,5
12,254,106,126,35,2,15
13,268,99,140,34,4,10
14,248,115,102,48,5,20
15,282,119,146,40,0,15
16,258,123,113,48,3,5
17,241,134,135,34,1,20
18,235,122,121,47,4,5
19,264,139,151,48,5,15
20,255,165,134,49,3,10
21,266,148,110,49,4,0
22,230,148,125,31,5,40
23,251,149,128,45,3,15
24,238,146,124,38,3,40
25,260,159,150,38,8,15
26,244,138,137,35,5,20
27,243,145,135,45,3,40
