Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,172,70,105,30,2,10
4,194,65,114,42,1,0
5,223,68,85,35,2,15
6,202,69,108,29,1,10
7,224,71,118,31,2,15
8,197,67,110,31,1,15
9,199,84,114,23,3,15
10,209,90,121,23,2,5
11,184,85,124,36,6,0
12,192,83,141,31,5,15
13,227,86,135,29,3,45
14,202,114,138,31,4,25
15,196,76,152,33,1,5
16,211,98,137,35,6,10
17,221,100,138,36,2,20
18,213,100,155,36,7,25
19,211,114,140,29,3,20
20,198,111,147,37,5,5
21,199,134,136,42,5,45
22,197,111,148,40,3,30
23,224,124,145,45,6,5
24,241,117,169,46,4,40
25,234,132,187,45,7,15
26,219,133,177,47,10,20
27,207,146,165,42,8,55
