Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,241,66,153,43,4,15
4,282,87,161,46,3,10
5,254,65,141,35,2,15
6,250,72,161,39,3,5
7,274,75,142,47,4,15
8,269,64,149,35,3,20
9,282,96,169,36,6,5
10,274,67,143,53,0,25
11,269,71,161,44,2,15
12,261,89,158,43,4,5
13,304,97,148,48,4,20
14,296,115,160,51,3,20
15,280,102,163,51,2,20
16,275,104,151,67,7,10
17,265,115,130,51,2,25
18,290,118,150,73,7,10
19,266,106,150,57,6,25
20,273,131,160,51,3,45
21,280,138,172,61,2,20
22,304,140,164,62,8,10
23,284,136,144,64,4,25
24,243,163,147,69,6,25
25,296,155,134,72,8,30
26,273,169,161,55,13,20
27,306,142,165,68,7,50
