Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,154,78,144,21,1,10
4,194,71,134,41,2,15
5,184,61,120,43,4,0
6,179,78,153,35,3,30
7,168,87,143,38,4,15
8,188,84,138,34,3,20
9,217,79,142,53,3,15
10,182,114,134,37,9,20
11,218,79,155,50,4,55
12,211,105,146,47,11,15
13,215,99,155,50,9,40
14,189,98,155,55,1,35
15,205,94,168,53,12,20
16,203,88,158,51,9,35
17,207,112,183,64,12,50
18,194,104,152,63,14,45
19,223,99,168,64,16,65
20,224,109,160,57,17,80
21,218,120,183,59,14,65
22,219,133,174,60,15,95
23,182,122,154,57,20,70
24,188,134,165,69,16,80
25,196,129,200,69,19,65
26,203,135,155,72,17,85
27,197,117,174,77,18,80
