Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,281,66,127,34,4,15
4,281,69,154,52,0,15
5,304,85,124,36,5,5
6,345,81,154,35,5,20
7,302,109,154,40,2,20
8,350,93,150,36,7,5
9,316,96,144,31,12,25
10,341,106,152,41,7,50
11,315,96,151,36,8,25
12,357,128,149,54,18,45
13,329,96,164,39,11,65
14,343,122,173,53,8,65
15,316,129,182,51,15,35
16,346,136,148,45,13,60
17,349,124,152,46,18,65
18,357,133,185,39,18,70
19,307,150,175,60,20,75
20,300,152,168,31,23,105
21,334,165,168,52,27,95
22,332,181,160,58,20,135
23,335,164,153,43,26,140
24,326,190,157,39,24,100
25,307,167,154,49,29,115
26,305,165,155,64,31,120
27,307,163,146,42,29,115
