Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,334,62,131,33,1,20
4,296,65,122,31,2,15
5,307,57,143,41,1,15
6,352,78,130,37,1,10
7,333,62,123,35,1,10
8,340,75,115,43,1,0
9,358,83,123,33,8,5
10,355,76,127,28,4,30
11,353,90,117,28,9,10
12,328,114,119,21,9,20
13,353,99,124,34,8,55
14,338,98,129,25,5,35
15,313,123,157,27,6,35
16,338,120,134,26,13,45
17,326,111,122,27,8,65
18,327,111,157,20,8,60
19,340,125,156,28,8,30
20,348,149,136,29,10,45
21,331,170,139,32,16,30
22,361,146,143,38,9,55
23,370,128,140,29,8,50
24,327,140,139,23,7,40
25,318,170,149,30,12,45
26,338,157,161,32,13,30
27,363,148,140,26,12,75
