Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,238,81,104,37,0,5
4,290,102,116,50,0,0
5,245,97,113,53,0,0
6,230,100,130,46,3,5
7,229,88,134,36,3,20
8,267,112,112,57,2,10
9,245,104,137,49,1,10
10,266,112,139,41,1,5
11,228,110,145,48,2,0
12,241,129,135,50,3,10
13,274,126,124,49,5,10
14,239,136,141,38,2,15
15,226,123,149,44,2,10
16,259,126,135,60,1,20
17,255,126,150,53,4,10
18,251,133,159,55,3,15
19,243,123,132,46,3,0
20,246,134,164,66,3,5
21,236,147,186,72,3,20
22,230,147,172,45,4,5
23,237,146,167,51,6,20
24,217,170,167,73,1,30
25,240,168,169,72,3,15
26,244,157,175,78,5,15
27,262,153,170,69,3,15
