Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,202,84,155,32,0,15
4,261,79,148,33,2,10
5,219,80,136,39,2,20
6,244,99,132,30,1,5
7,244,87,131,23,0,5
8,219,79,143,28,3,0
9,216,92,149,36,3,20
10,226,85,141,34,5,5
11,238,75,155,34,3,15
12,246,102,150,25,3,10
13,216,109,166,29,4,20
14,206,97,162,31,3,20
15,219,106,160,37,6,15
16,231,108,146,29,6,35
17,241,109,159,32,5,20
18,253,102,152,29,1,25
19,215,113,171,47,6,20
20,240,129,155,32,4,15
21,252,115,143,31,9,40
22,243,140,159,39,3,35
23,246,139,164,42,10,15
24,226,120,162,44,6,50
25,264,123,171,30,8,35
26,276,147,148,41,9,45
27,219,134,157,43,5,20
