Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,241,66,153,43,4,15
4,287,87,163,46,3,10
5,270,65,144,35,2,15
6,267,72,167,39,3,5
7,291,75,145,47,5,15
8,308,66,153,35,3,25
9,314,98,181,36,7,5
10,313,69,153,54,1,30
11,303,74,169,44,4,15
12,294,91,176,43,6,10
13,331,105,155,48,5,35
14,329,122,171,52,5,30
15,329,106,175,53,5,20
16,317,108,171,67,6,20
17,293,120,145,52,6,25
18,333,128,163,77,8,30
19,295,116,165,65,7,35
20,312,136,174,52,10,50
21,320,148,183,66,9,40
22,347,144,177,63,11,50
23,322,143,160,68,10,45
24,285,175,163,72,10,45
25,349,165,150,71,17,55
26,307,187,178,55,16,50
27,332,165,175,73,12,80
