Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,259,62,114,46,1,30
4,219,47,119,51,1,5
5,225,61,133,36,0,0
6,243,50,128,46,0,10
7,238,60,92,44,4,0
8,254,71,118,41,2,10
9,226,66,127,36,4,20
10,225,82,127,53,2,10
11,235,94,111,48,3,10
12,236,79,110,56,6,0
13,244,96,135,42,3,45
14,240,93,138,45,3,25
15,218,79,120,49,5,15
16,240,83,165,50,3,10
17,246,111,142,53,3,20
18,238,96,149,51,8,15
19,273,115,127,43,6,30
20,244,78,150,52,8,35
21,251,115,135,40,6,35
22,240,102,154,46,11,30
23,237,114,150,61,5,45
24,232,107,147,48,6,30
25,256,135,155,56,8,35
26,242,119,153,64,7,40
27,225,130,159,72,8,25
