Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,215,67,137,38,3,15
4,224,61,158,33,5,25
5,254,54,149,38,2,10
6,201,66,132,44,3,25
7,233,69,150,50,4,5
8,246,78,142,45,4,10
9,258,86,151,42,9,20
10,229,81,142,41,5,30
11,255,87,163,62,7,35
12,233,83,173,54,6,30
13,240,114,169,50,9,25
14,242,107,177,60,9,45
15,246,111,175,57,15,55
16,258,124,176,43,9,50
17,248,104,165,47,9,50
18,239,101,199,56,17,50
19,215,117,195,59,15,55
20,252,126,169,60,15,70
21,259,116,182,58,15,75
22,263,137,183,65,13,55
23,207,125,160,60,18,50
24,231,125,207,64,21,80
25,230,108,157,73,21,85
26,233,135,184,80,13,100
27,231,141,176,70,19,80
