Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,171,72,95,47,0,5
4,181,67,105,42,0,0
5,190,57,110,41,5,0
6,218,69,132,35,5,15
7,209,70,112,48,2,30
8,200,79,121,38,4,15
9,229,70,118,31,4,20
10,219,89,110,39,2,5
11,201,91,130,29,3,15
12,215,77,101,39,6,15
13,246,102,107,34,8,25
14,218,95,139,37,5,25
15,238,100,113,31,6,25
16,203,85,126,34,6,35
17,219,80,110,36,7,30
18,219,115,122,37,4,45
19,210,121,132,31,6,35
20,211,116,104,27,10,15
21,243,96,117,42,6,25
22,233,124,96,29,7,35
23,238,131,88,30,4,25
24,231,137,143,41,11,40
25,213,134,121,25,7,40
26,232,118,141,31,9,45
27,218,135,115,30,14,40
