Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,238,81,104,37,0,5
4,293,102,116,50,0,0
5,251,97,114,53,0,0
6,239,100,131,46,3,5
7,237,88,134,36,3,20
8,276,113,114,57,2,10
9,258,105,138,49,1,10
10,275,113,142,41,1,5
11,240,111,147,48,2,0
12,246,128,138,50,4,10
13,287,128,127,50,5,10
14,256,136,146,38,2,15
15,242,126,157,44,2,10
16,264,131,140,61,2,25
17,258,131,155,53,6,10
18,266,133,172,55,3,20
19,261,127,136,47,5,5
20,270,136,168,69,3,15
21,251,154,190,73,4,20
22,242,152,177,45,4,10
23,252,151,175,52,6,25
24,238,175,171,74,2,30
25,260,174,174,75,4,15
26,260,164,181,81,5,15
27,268,166,171,73,3,25
