Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,200,75,155,45,2,10
4,207,63,146,34,0,15
5,187,80,138,47,2,0
6,238,68,129,52,1,15
7,246,59,155,40,5,10
8,238,85,146,47,1,10
9,263,80,137,40,2,15
10,269,79,186,39,3,10
11,248,88,154,33,6,5
12,268,116,147,47,6,15
13,278,106,146,47,5,25
14,272,122,136,46,1,40
15,266,121,164,34,2,10
16,265,94,162,46,8,20
17,275,109,172,42,6,20
18,257,128,202,51,10,30
19,278,125,177,63,4,35
20,307,142,197,70,10,30
21,299,144,170,63,12,40
22,286,144,168,54,9,45
23,290,148,168,56,14,45
24,278,174,202,63,7,50
25,289,163,177,59,8,45
26,300,156,157,71,8,50
27,277,164,170,59,17,35
