Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,178,64,137,23,2,5
4,180,63,131,38,2,15
5,185,54,151,44,4,10
6,183,68,125,41,1,5
7,172,60,133,34,4,5
8,209,63,149,42,2,15
9,209,79,159,31,1,20
10,232,70,132,36,4,5
11,178,90,142,32,3,25
12,179,80,133,50,5,30
13,206,92,129,42,3,15
14,174,70,128,38,2,15
15,176,61,141,37,10,20
16,219,75,154,40,4,20
17,220,75,153,46,6,20
18,220,72,142,45,6,25
19,208,97,170,35,7,15
20,180,66,153,45,4,25
21,217,91,165,41,8,15
22,188,89,133,42,9,45
23,199,118,140,47,10,50
24,209,99,142,58,10,35
25,199,101,178,44,6,85
26,186,93,162,52,9,35
27,193,109,126,47,12,40
