Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,231,99,105,46,2,20
4,222,87,131,41,1,10
5,255,77,122,44,4,0
6,255,91,118,48,4,20
7,229,101,133,49,1,25
8,280,108,125,46,7,10
9,263,92,122,33,6,15
10,277,95,150,39,5,30
11,271,117,128,45,6,25
12,264,135,127,54,5,35
13,251,105,141,34,2,15
14,267,135,143,19,10,15
15,285,149,135,32,3,35
16,288,131,131,33,5,20
17,313,143,141,37,10,30
18,284,153,121,45,9,55
19,268,164,134,28,12,20
20,235,167,141,37,8,40
21,286,175,133,30,13,40
22,271,167,103,43,12,75
23,270,184,126,43,26,40
24,267,178,126,33,12,100
25,279,177,131,32,19,55
26,283,183,138,36,10,110
27,266,174,119,33,18,70
