Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,274,67,155,39,2,15
4,266,81,119,42,1,15
5,282,69,137,41,2,5
6,278,92,143,62,2,10
7,292,76,128,54,3,15
8,284,77,145,47,1,15
9,332,102,163,52,4,5
10,316,106,149,50,4,20
11,292,120,159,47,6,15
12,268,111,150,50,7,30
13,329,109,161,53,7,25
14,292,104,161,41,3,30
15,279,118,170,48,4,30
16,330,116,171,48,7,20
17,307,114,182,52,11,20
18,310,125,136,43,6,30
19,337,148,138,54,6,55
20,348,137,165,54,11,40
21,340,146,166,57,8,45
22,314,179,152,62,12,40
23,324,151,149,70,9,45
24,291,155,146,74,6,45
25,322,139,165,53,4,25
26,314,162,156,66,11,20
27,292,158,161,59,10,60
