Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,204,66,128,23,4,5
4,228,62,127,27,3,15
5,243,69,133,38,2,20
6,272,66,122,27,2,15
7,261,83,139,36,3,20
8,236,76,131,26,3,5
9,277,87,146,32,4,5
10,277,66,139,39,1,20
11,259,93,130,32,1,5
12,255,97,137,26,6,15
13,241,97,156,34,0,30
14,240,114,148,22,2,10
15,282,109,152,33,2,5
16,265,117,153,34,4,15
17,289,114,141,34,1,15
18,255,111,164,33,6,15
19,297,112,139,28,6,25
20,245,119,123,25,7,25
21,284,139,152,28,7,35
22,247,113,130,32,5,30
23,245,125,148,26,7,25
24,264,132,134,27,4,30
25,286,136,126,28,6,35
26,281,127,139,24,6,10
27,306,177,133,22,14,35
