Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,321,70,112,50,2,10
4,321,85,136,44,1,35
5,293,70,121,36,3,15
6,306,72,123,43,3,5
7,303,75,108,37,2,15
8,307,86,140,41,7,20
9,301,89,101,25,4,25
10,290,98,128,28,5,20
11,334,103,117,36,3,30
12,296,81,113,28,3,30
13,299,92,125,32,5,5
14,316,101,120,29,9,20
15,339,113,128,28,9,35
16,289,94,114,28,6,50
17,282,120,117,28,9,35
18,296,131,133,26,10,35
19,279,111,121,21,11,50
20,305,115,138,30,10,50
21,277,127,124,15,3,50
22,293,128,122,15,21,25
23,289,113,104,21,16,60
24,280,132,133,21,16,85
25,277,134,113,17,12,65
26,288,128,120,12,10,95
27,278,142,119,15,10,55
